Study	Bioproject	Sample
Munk 2022	PRJEB13831	ERR1713391
Munk 2022	PRJEB13831	ERR1713392
Munk 2022	PRJEB13831	ERR1713393
Munk 2022	PRJEB13831	ERR1713394
Munk 2022	PRJEB13831	ERR1713395
Munk 2022	PRJEB13831	ERR1713396
Munk 2022	PRJEB13831	ERR1713397
Munk 2022	PRJEB13831	ERR1713398
Munk 2022	PRJEB13831	ERR1713399
Munk 2022	PRJEB13831	ERR1713400
Munk 2022	PRJEB13831	ERR1713401
Munk 2022	PRJEB13831	ERR1713402
Munk 2022	PRJEB13831	ERR1713403
Munk 2022	PRJEB13831	ERR1713404
Munk 2022	PRJEB13831	ERR1713405
Munk 2022	PRJEB13831	ERR1713406
Munk 2022	PRJEB13831	ERR1713407
Munk 2022	PRJEB13831	ERR1713408
Munk 2022	PRJEB13831	ERR1713409
Munk 2022	PRJEB13831	ERR1713410
Munk 2022	PRJEB13831	ERR1713411
Munk 2022	PRJEB13831	ERR1725938
Munk 2022	PRJEB13831	ERR1725939
Munk 2022	PRJEB13831	ERR1725940
Munk 2022	PRJEB13831	ERR1725941
Munk 2022	PRJEB13831	ERR1725942
Munk 2022	PRJEB13831	ERR1725943
Munk 2022	PRJEB13831	ERR1725944
Munk 2022	PRJEB13831	ERR1725947
Munk 2022	PRJEB13831	ERR1725948
Munk 2022	PRJEB13831	ERR1725949
Munk 2022	PRJEB13831	ERR1725950
Munk 2022	PRJEB13831	ERR1725951
Munk 2022	PRJEB13831	ERR1725952
Munk 2022	PRJEB13831	ERR1725953
Munk 2022	PRJEB13831	ERR1725954
Munk 2022	PRJEB13831	ERR1725955
Munk 2022	PRJEB13831	ERR1725956
Munk 2022	PRJEB13831	ERR1725957
Munk 2022	PRJEB13831	ERR1725958
Munk 2022	PRJEB13831	ERR1725959
Munk 2022	PRJEB13831	ERR1725960
Munk 2022	PRJEB13831	ERR1725961
Munk 2022	PRJEB13831	ERR1725962
Munk 2022	PRJEB13831	ERR1725963
Munk 2022	PRJEB13831	ERR1725964
Munk 2022	PRJEB13831	ERR1725965
Munk 2022	PRJEB13831	ERR1725966
Munk 2022	PRJEB13831	ERR1725967
Munk 2022	PRJEB13831	ERR1725968
Munk 2022	PRJEB13831	ERR1725969
Munk 2022	PRJEB13831	ERR1725970
Munk 2022	PRJEB13831	ERR1725971
Munk 2022	PRJEB13831	ERR1725972
Munk 2022	PRJEB13831	ERR1725973
Munk 2022	PRJEB13831	ERR1725974
Munk 2022	PRJEB13831	ERR1725975
Munk 2022	PRJEB13831	ERR1725976
Munk 2022	PRJEB13831	ERR1725977
Munk 2022	PRJEB13831	ERR1725978
Munk 2022	PRJEB13831	ERR1725979
Munk 2022	PRJEB13831	ERR1725980
Munk 2022	PRJEB13831	ERR1725981
Munk 2022	PRJEB13831	ERR1725982
Munk 2022	PRJEB13831	ERR1725983
Munk 2022	PRJEB13831	ERR1725984
Munk 2022	PRJEB13831	ERR1725985
Munk 2022	PRJEB13831	ERR1725986
Munk 2022	PRJEB13831	ERR1725987
Munk 2022	PRJEB13831	ERR1725988
Munk 2022	PRJEB13831	ERR1725989
Munk 2022	PRJEB13831	ERR1725990
Munk 2022	PRJEB13831	ERR1725991
Munk 2022	PRJEB13831	ERR1725992
Munk 2022	PRJEB13831	ERR1725993
Munk 2022	PRJEB13831	ERR1725994
Munk 2022	PRJEB13831	ERR1725995
Munk 2022	PRJEB13831	ERR1725996
Munk 2022	PRJEB13831	ERR1725997
Munk 2022	PRJEB13831	ERR1725998
Munk 2022	PRJEB13831	ERR1725999
Munk 2022	PRJEB13831	ERR1726000
Munk 2022	PRJEB13831	ERR1726001
Munk 2022	PRJEB13831	ERR1726002
Munk 2022	PRJEB13831	ERR1726003
Munk 2022	PRJEB13831	ERR1726004
Munk 2022	PRJEB13831	ERR1726005
Munk 2022	PRJEB13831	ERR1726006
Munk 2022	PRJEB13831	ERR1726007
Munk 2022	PRJEB13831	ERR1726008
Munk 2022	PRJEB13831	ERR1726009
Munk 2022	PRJEB13831	ERR1726010
Munk 2022	PRJEB13831	ERR1726011
Munk 2022	PRJEB13831	ERR1726012
Munk 2022	PRJEB13831	ERR1726013
Munk 2022	PRJEB13831	ERR1726014
Munk 2022	PRJEB13831	ERR1726015
Munk 2022	PRJEB13831	ERR1726016
Munk 2022	PRJEB13831	ERR1726017
Munk 2022	PRJEB13831	ERR1726018
Munk 2022	PRJEB13831	ERR1726019
Munk 2022	PRJEB13831	ERR1726020
Munk 2022	PRJEB13831	ERR1726021
Munk 2022	PRJEB13831	ERR1726022
Munk 2022	PRJEB13831	ERR1726023
Munk 2022	PRJEB13831	ERR1726024
Munk 2022	PRJEB13831	ERR1726025
Munk 2022	PRJEB13831	ERR1726026
Munk 2022	PRJEB13831	ERR1726027
Munk 2022	PRJEB13831	ERR1726028
Munk 2022	PRJEB13831	ERR1726029
Munk 2022	PRJEB13831	ERR1726030
Munk 2022	PRJEB13831	ERR1726031
Munk 2022	PRJEB13831	ERR1726032
Munk 2022	PRJEB13831	ERR1726033
Munk 2022	PRJEB13831	ERR1726034
Munk 2022	PRJEB13831	ERR1726035
Munk 2022	PRJEB13831	ERR2592244
Munk 2022	PRJEB13831	ERR2592245
Munk 2022	PRJEB13831	ERR2592247
Munk 2022	PRJEB13831	ERR2592248
Munk 2022	PRJEB13831	ERR2592249
Munk 2022	PRJEB13831	ERR2592250
Munk 2022	PRJEB13831	ERR2592251
Munk 2022	PRJEB13831	ERR2592252
Munk 2022	PRJEB13831	ERR2592253
Munk 2022	PRJEB13831	ERR2592254
Munk 2022	PRJEB13831	ERR2592255
Munk 2022	PRJEB13831	ERR2592256
Munk 2022	PRJEB13831	ERR2592257
Munk 2022	PRJEB13831	ERR2592258
Munk 2022	PRJEB13831	ERR2592259
Munk 2022	PRJEB13831	ERR2592260
Munk 2022	PRJEB13831	ERR2592261
Munk 2022	PRJEB13831	ERR2592262
Munk 2022	PRJEB13831	ERR2592263
Munk 2022	PRJEB13831	ERR2592264
Munk 2022	PRJEB13831	ERR2592265
Munk 2022	PRJEB13831	ERR2592266
Munk 2022	PRJEB13831	ERR2592267
Munk 2022	PRJEB13831	ERR2592268
Munk 2022	PRJEB13831	ERR2592269
Munk 2022	PRJEB13831	ERR2592270
Munk 2022	PRJEB13831	ERR2592271
Munk 2022	PRJEB13831	ERR2592272
Munk 2022	PRJEB13831	ERR2592273
Munk 2022	PRJEB13831	ERR2592274
Munk 2022	PRJEB13831	ERR2592275
Munk 2022	PRJEB13831	ERR2592276
Munk 2022	PRJEB13831	ERR2592277
Munk 2022	PRJEB13831	ERR2592278
Munk 2022	PRJEB13831	ERR2592279
Munk 2022	PRJEB13831	ERR2592280
Munk 2022	PRJEB13831	ERR2592281
Munk 2022	PRJEB13831	ERR2592282
Munk 2022	PRJEB13831	ERR2592283
Munk 2022	PRJEB13831	ERR2592328
Munk 2022	PRJEB13831	ERR2592329
Munk 2022	PRJEB13831	ERR2592331
Munk 2022	PRJEB13831	ERR2592332
Munk 2022	PRJEB13831	ERR2592333
Munk 2022	PRJEB13831	ERR2592334
Munk 2022	PRJEB13831	ERR2592335
Munk 2022	PRJEB13831	ERR2592336
Munk 2022	PRJEB13831	ERR2592337
Munk 2022	PRJEB13831	ERR2592338
Munk 2022	PRJEB13831	ERR2592339
Munk 2022	PRJEB13831	ERR2592340
Munk 2022	PRJEB13831	ERR2592341
Munk 2022	PRJEB13831	ERR2592342
Munk 2022	PRJEB13831	ERR2592343
Munk 2022	PRJEB13831	ERR9855084
Munk 2022	PRJEB13831	ERR9855085
Munk 2022	PRJEB13831	ERR9855086
Munk 2022	PRJEB13831	ERR9855087
Munk 2022	PRJEB13831	ERR9855088
Munk 2022	PRJEB13831	ERR9855089
Munk 2022	PRJEB13831	ERR9855090
Munk 2022	PRJEB13831	ERR9855091
Munk 2022	PRJEB13831	ERR9855092
Munk 2022	PRJEB13831	ERR9855093
Munk 2022	PRJEB13831	ERR9855094
Munk 2022	PRJEB13831	ERR9855095
Munk 2022	PRJEB13831	ERR9855096
Munk 2022	PRJEB13831	ERR9855097
Munk 2022	PRJEB13831	ERR9855098
Munk 2022	PRJEB13831	ERR9855099
Munk 2022	PRJEB27054	ERR2607371
Munk 2022	PRJEB27054	ERR2607372
Munk 2022	PRJEB27054	ERR2607373
Munk 2022	PRJEB27054	ERR2607374
Munk 2022	PRJEB27054	ERR2607375
Munk 2022	PRJEB27054	ERR2607376
Munk 2022	PRJEB27054	ERR2607377
Munk 2022	PRJEB27054	ERR2607378
Munk 2022	PRJEB27054	ERR2607379
Munk 2022	PRJEB27054	ERR2607380
Munk 2022	PRJEB27054	ERR2607381
Munk 2022	PRJEB27054	ERR2607382
Munk 2022	PRJEB27054	ERR2607383
Munk 2022	PRJEB27054	ERR2607384
Munk 2022	PRJEB27054	ERR2607385
Munk 2022	PRJEB27054	ERR2607386
Munk 2022	PRJEB27054	ERR2607387
Munk 2022	PRJEB27054	ERR2607388
Munk 2022	PRJEB27054	ERR2607389
Munk 2022	PRJEB27054	ERR2607390
Munk 2022	PRJEB27054	ERR2607391
Munk 2022	PRJEB27054	ERR2607392
Munk 2022	PRJEB27054	ERR2607393
Munk 2022	PRJEB27054	ERR2607394
Munk 2022	PRJEB27054	ERR2607395
Munk 2022	PRJEB27054	ERR2607396
Munk 2022	PRJEB27054	ERR2607397
Munk 2022	PRJEB27054	ERR2607398
Munk 2022	PRJEB27054	ERR2607399
Munk 2022	PRJEB27054	ERR2607400
Munk 2022	PRJEB27054	ERR2607401
Munk 2022	PRJEB27054	ERR2607402
Munk 2022	PRJEB27054	ERR2607403
Munk 2022	PRJEB27054	ERR2607404
Munk 2022	PRJEB27054	ERR2607405
Munk 2022	PRJEB27054	ERR2607406
Munk 2022	PRJEB27054	ERR2607407
Munk 2022	PRJEB27054	ERR2607408
Munk 2022	PRJEB27054	ERR2607409
Munk 2022	PRJEB27054	ERR2607410
Munk 2022	PRJEB27054	ERR2607411
Munk 2022	PRJEB27054	ERR2607412
Munk 2022	PRJEB27054	ERR2607413
Munk 2022	PRJEB27054	ERR2607414
Munk 2022	PRJEB27054	ERR2607415
Munk 2022	PRJEB27054	ERR2607416
Munk 2022	PRJEB27054	ERR2607417
Munk 2022	PRJEB27054	ERR2607418
Munk 2022	PRJEB27054	ERR2607419
Munk 2022	PRJEB27054	ERR2607420
Munk 2022	PRJEB27054	ERR2607421
Munk 2022	PRJEB27054	ERR2607422
Munk 2022	PRJEB27054	ERR2607423
Munk 2022	PRJEB27054	ERR2607424
Munk 2022	PRJEB27054	ERR2607425
Munk 2022	PRJEB27054	ERR2607426
Munk 2022	PRJEB27054	ERR2607427
Munk 2022	PRJEB27054	ERR2607428
Munk 2022	PRJEB27054	ERR2607429
Munk 2022	PRJEB27054	ERR2607430
Munk 2022	PRJEB27054	ERR2607431
Munk 2022	PRJEB27054	ERR2607432
Munk 2022	PRJEB27054	ERR2607433
Munk 2022	PRJEB27054	ERR2607434
Munk 2022	PRJEB27054	ERR2607435
Munk 2022	PRJEB27054	ERR2607436
Munk 2022	PRJEB27054	ERR2607437
Munk 2022	PRJEB27054	ERR2607438
Munk 2022	PRJEB27054	ERR2607439
Munk 2022	PRJEB27054	ERR2607440
Munk 2022	PRJEB27054	ERR2607441
Munk 2022	PRJEB27054	ERR2607442
Munk 2022	PRJEB27054	ERR2607443
Munk 2022	PRJEB27054	ERR2607444
Munk 2022	PRJEB27054	ERR2607445
Munk 2022	PRJEB27054	ERR2607446
Munk 2022	PRJEB27054	ERR2607447
Munk 2022	PRJEB27054	ERR2607448
Munk 2022	PRJEB27054	ERR2607449
Munk 2022	PRJEB27054	ERR2607450
Munk 2022	PRJEB27054	ERR2607451
Munk 2022	PRJEB27054	ERR2607452
Munk 2022	PRJEB27054	ERR2607453
Munk 2022	PRJEB27054	ERR2607454
Munk 2022	PRJEB27054	ERR2607455
Munk 2022	PRJEB27054	ERR2607456
Munk 2022	PRJEB27054	ERR2607457
Munk 2022	PRJEB27054	ERR2607458
Munk 2022	PRJEB27054	ERR2607459
Munk 2022	PRJEB27054	ERR2607460
Munk 2022	PRJEB27054	ERR2607461
Munk 2022	PRJEB27054	ERR2607462
Munk 2022	PRJEB27054	ERR2607463
Munk 2022	PRJEB27054	ERR2607464
Munk 2022	PRJEB27054	ERR2607465
Munk 2022	PRJEB27054	ERR2607466
Munk 2022	PRJEB27054	ERR2607467
Munk 2022	PRJEB27054	ERR2607468
Munk 2022	PRJEB27054	ERR2607469
Munk 2022	PRJEB27054	ERR2607470
Munk 2022	PRJEB27054	ERR2607471
Munk 2022	PRJEB27054	ERR2607472
Munk 2022	PRJEB27054	ERR2607473
Munk 2022	PRJEB27054	ERR2607474
Munk 2022	PRJEB27054	ERR2607475
Munk 2022	PRJEB27054	ERR2607476
Munk 2022	PRJEB27054	ERR2607477
Munk 2022	PRJEB27054	ERR2607478
Munk 2022	PRJEB27054	ERR2607479
Munk 2022	PRJEB27054	ERR2607480
Munk 2022	PRJEB27054	ERR2607481
Munk 2022	PRJEB27054	ERR2607482
Munk 2022	PRJEB27054	ERR2607483
Munk 2022	PRJEB27054	ERR2607484
Munk 2022	PRJEB27054	ERR2607485
Munk 2022	PRJEB27054	ERR2607486
Munk 2022	PRJEB27054	ERR2607487
Munk 2022	PRJEB27054	ERR2607488
Munk 2022	PRJEB27054	ERR2607489
Munk 2022	PRJEB27054	ERR2607490
Munk 2022	PRJEB27054	ERR2607491
Munk 2022	PRJEB27054	ERR2607492
Munk 2022	PRJEB27054	ERR2607493
Munk 2022	PRJEB27054	ERR2607494
Munk 2022	PRJEB27054	ERR2607495
Munk 2022	PRJEB27054	ERR2607496
Munk 2022	PRJEB27054	ERR2607497
Munk 2022	PRJEB27054	ERR2607498
Munk 2022	PRJEB27054	ERR2607499
Munk 2022	PRJEB27054	ERR2607500
Munk 2022	PRJEB27054	ERR2607501
Munk 2022	PRJEB27054	ERR2607502
Munk 2022	PRJEB27054	ERR2607503
Munk 2022	PRJEB27054	ERR2607504
Munk 2022	PRJEB27054	ERR2607505
Munk 2022	PRJEB27054	ERR2607506
Munk 2022	PRJEB27054	ERR2607507
Munk 2022	PRJEB27054	ERR2607508
Munk 2022	PRJEB27054	ERR2607509
Munk 2022	PRJEB27054	ERR2607510
Munk 2022	PRJEB27054	ERR2607511
Munk 2022	PRJEB27054	ERR2607512
Munk 2022	PRJEB27054	ERR2607513
Munk 2022	PRJEB27054	ERR2607514
Munk 2022	PRJEB27054	ERR2607515
Munk 2022	PRJEB27054	ERR2607516
Munk 2022	PRJEB27054	ERR2607517
Munk 2022	PRJEB27054	ERR2607518
Munk 2022	PRJEB27054	ERR2607519
Munk 2022	PRJEB27054	ERR2607520
Munk 2022	PRJEB27054	ERR2607521
Munk 2022	PRJEB27054	ERR2607522
Munk 2022	PRJEB27054	ERR2607523
Munk 2022	PRJEB27054	ERR2607524
Munk 2022	PRJEB27054	ERR2607525
Munk 2022	PRJEB27054	ERR2607526
Munk 2022	PRJEB27054	ERR2607527
Munk 2022	PRJEB27054	ERR2607528
Munk 2022	PRJEB27054	ERR2607529
Munk 2022	PRJEB27054	ERR2607530
Munk 2022	PRJEB27054	ERR2607531
Munk 2022	PRJEB27054	ERR2607532
Munk 2022	PRJEB27054	ERR2607533
Munk 2022	PRJEB27054	ERR2607534
Munk 2022	PRJEB27054	ERR2607535
Munk 2022	PRJEB27054	ERR2607536
Munk 2022	PRJEB27054	ERR2607537
Munk 2022	PRJEB27054	ERR2607538
Munk 2022	PRJEB27054	ERR2607539
Munk 2022	PRJEB27054	ERR2607540
Munk 2022	PRJEB27054	ERR2607541
Munk 2022	PRJEB27054	ERR2607542
Munk 2022	PRJEB27054	ERR2607543
Munk 2022	PRJEB27054	ERR2607544
Munk 2022	PRJEB27054	ERR2607545
Munk 2022	PRJEB27054	ERR2607546
Munk 2022	PRJEB27054	ERR2607547
Munk 2022	PRJEB27054	ERR2607548
Munk 2022	PRJEB27054	ERR2607549
Munk 2022	PRJEB27054	ERR2607550
Munk 2022	PRJEB27054	ERR2607551
Munk 2022	PRJEB27054	ERR2607552
Munk 2022	PRJEB27054	ERR2607553
Munk 2022	PRJEB27054	ERR2607554
Munk 2022	PRJEB27054	ERR2607555
Munk 2022	PRJEB27054	ERR2607556
Munk 2022	PRJEB27054	ERR2607557
Munk 2022	PRJEB27054	ERR2607558
Munk 2022	PRJEB27054	ERR2607559
Munk 2022	PRJEB27054	ERR2607560
Munk 2022	PRJEB27054	ERR2607561
Munk 2022	PRJEB27054	ERR2607562
Munk 2022	PRJEB27054	ERR2607563
Munk 2022	PRJEB27054	ERR2607564
Munk 2022	PRJEB27054	ERR2607565
Munk 2022	PRJEB27054	ERR2607566
Munk 2022	PRJEB27054	ERR2607567
Munk 2022	PRJEB27054	ERR2607568
Munk 2022	PRJEB27054	ERR2607569
Munk 2022	PRJEB27054	ERR2607570
Munk 2022	PRJEB27054	ERR2607571
Munk 2022	PRJEB27054	ERR2607572
Munk 2022	PRJEB27054	ERR2607573
Munk 2022	PRJEB27054	ERR2607574
Munk 2022	PRJEB27054	ERR2607575
Munk 2022	PRJEB27054	ERR2607576
Munk 2022	PRJEB27054	ERR2607577
Munk 2022	PRJEB27054	ERR2607578
Munk 2022	PRJEB27054	ERR2607579
Munk 2022	PRJEB27054	ERR2607580
Munk 2022	PRJEB27054	ERR2607581
Munk 2022	PRJEB27054	ERR2607582
Munk 2022	PRJEB27054	ERR2607583
Munk 2022	PRJEB27054	ERR2607584
Munk 2022	PRJEB27054	ERR2607585
Munk 2022	PRJEB27054	ERR2607586
Munk 2022	PRJEB27054	ERR2607587
Munk 2022	PRJEB27054	ERR2607588
Munk 2022	PRJEB27054	ERR2607589
Munk 2022	PRJEB27054	ERR2607590
Munk 2022	PRJEB27054	ERR2607591
Munk 2022	PRJEB27054	ERR2607592
Munk 2022	PRJEB27054	ERR2607593
Munk 2022	PRJEB27054	ERR2607594
Munk 2022	PRJEB27054	ERR2607595
Munk 2022	PRJEB27054	ERR2607596
Munk 2022	PRJEB27054	ERR2607597
Munk 2022	PRJEB27054	ERR2607598
Munk 2022	PRJEB27054	ERR2607599
Munk 2022	PRJEB27054	ERR2607600
Munk 2022	PRJEB27054	ERR2607601
Munk 2022	PRJEB27054	ERR2607602
Munk 2022	PRJEB27054	ERR2607603
Munk 2022	PRJEB27054	ERR2607604
Munk 2022	PRJEB27054	ERR2607605
Munk 2022	PRJEB27621	ERR2683114
Munk 2022	PRJEB27621	ERR2683115
Munk 2022	PRJEB27621	ERR2683116
Munk 2022	PRJEB27621	ERR2683117
Munk 2022	PRJEB27621	ERR2683118
Munk 2022	PRJEB27621	ERR2683119
Munk 2022	PRJEB27621	ERR2683120
Munk 2022	PRJEB27621	ERR2683121
Munk 2022	PRJEB27621	ERR2683122
Munk 2022	PRJEB27621	ERR2683123
Munk 2022	PRJEB27621	ERR2683124
Munk 2022	PRJEB27621	ERR2683125
Munk 2022	PRJEB27621	ERR2683126
Munk 2022	PRJEB27621	ERR2683127
Munk 2022	PRJEB27621	ERR2683128
Munk 2022	PRJEB27621	ERR2683129
Munk 2022	PRJEB27621	ERR2683130
Munk 2022	PRJEB27621	ERR2683131
Munk 2022	PRJEB27621	ERR2683132
Munk 2022	PRJEB27621	ERR2683133
Munk 2022	PRJEB27621	ERR2683134
Munk 2022	PRJEB27621	ERR2683135
Munk 2022	PRJEB27621	ERR2683136
Munk 2022	PRJEB27621	ERR2683137
Munk 2022	PRJEB27621	ERR2683138
Munk 2022	PRJEB27621	ERR2683139
Munk 2022	PRJEB27621	ERR2683140
Munk 2022	PRJEB27621	ERR2683141
Munk 2022	PRJEB27621	ERR2683142
Munk 2022	PRJEB27621	ERR2683143
Munk 2022	PRJEB27621	ERR2683144
Munk 2022	PRJEB27621	ERR2683145
Munk 2022	PRJEB27621	ERR2683146
Munk 2022	PRJEB27621	ERR2683147
Munk 2022	PRJEB27621	ERR2683148
Munk 2022	PRJEB27621	ERR2683149
Munk 2022	PRJEB27621	ERR2683150
Munk 2022	PRJEB27621	ERR2683151
Munk 2022	PRJEB27621	ERR2683152
Munk 2022	PRJEB27621	ERR2683153
Munk 2022	PRJEB27621	ERR2683154
Munk 2022	PRJEB27621	ERR2683155
Munk 2022	PRJEB27621	ERR2683156
Munk 2022	PRJEB27621	ERR2683157
Munk 2022	PRJEB27621	ERR2683158
Munk 2022	PRJEB27621	ERR2683159
Munk 2022	PRJEB27621	ERR2683160
Munk 2022	PRJEB27621	ERR2683161
Munk 2022	PRJEB27621	ERR2683162
Munk 2022	PRJEB27621	ERR2683163
Munk 2022	PRJEB27621	ERR2683164
Munk 2022	PRJEB27621	ERR2683165
Munk 2022	PRJEB27621	ERR2683166
Munk 2022	PRJEB27621	ERR2683167
Munk 2022	PRJEB27621	ERR2683168
Munk 2022	PRJEB27621	ERR2683169
Munk 2022	PRJEB27621	ERR2683170
Munk 2022	PRJEB27621	ERR2683171
Munk 2022	PRJEB27621	ERR2683172
Munk 2022	PRJEB27621	ERR2683173
Munk 2022	PRJEB27621	ERR2683174
Munk 2022	PRJEB27621	ERR2683175
Munk 2022	PRJEB27621	ERR2683176
Munk 2022	PRJEB27621	ERR2683177
Munk 2022	PRJEB27621	ERR2683178
Munk 2022	PRJEB27621	ERR2683179
Munk 2022	PRJEB27621	ERR2683180
Munk 2022	PRJEB27621	ERR2683181
Munk 2022	PRJEB27621	ERR2683182
Munk 2022	PRJEB27621	ERR2683183
Munk 2022	PRJEB27621	ERR2683184
Munk 2022	PRJEB27621	ERR2683185
Munk 2022	PRJEB27621	ERR2683186
Munk 2022	PRJEB27621	ERR2683187
Munk 2022	PRJEB27621	ERR2683188
Munk 2022	PRJEB27621	ERR2683189
Munk 2022	PRJEB27621	ERR2683190
Munk 2022	PRJEB27621	ERR2683191
Munk 2022	PRJEB27621	ERR2683193
Munk 2022	PRJEB27621	ERR2683194
Munk 2022	PRJEB27621	ERR2683195
Munk 2022	PRJEB27621	ERR2683196
Munk 2022	PRJEB27621	ERR2683197
Munk 2022	PRJEB27621	ERR2683198
Munk 2022	PRJEB27621	ERR2683199
Munk 2022	PRJEB27621	ERR2683200
Munk 2022	PRJEB27621	ERR2683203
Munk 2022	PRJEB27621	ERR2683209
Munk 2022	PRJEB27621	ERR2683210
Munk 2022	PRJEB27621	ERR2683211
Munk 2022	PRJEB27621	ERR2683212
Munk 2022	PRJEB27621	ERR2683213
Munk 2022	PRJEB27621	ERR2683214
Munk 2022	PRJEB27621	ERR2683215
Munk 2022	PRJEB27621	ERR2683216
Munk 2022	PRJEB27621	ERR2683217
Munk 2022	PRJEB27621	ERR2683218
Munk 2022	PRJEB27621	ERR2683219
Munk 2022	PRJEB27621	ERR2683220
Munk 2022	PRJEB27621	ERR2683221
Munk 2022	PRJEB27621	ERR2683222
Munk 2022	PRJEB27621	ERR2683223
Munk 2022	PRJEB27621	ERR2683224
Munk 2022	PRJEB27621	ERR2683225
Munk 2022	PRJEB27621	ERR2683226
Munk 2022	PRJEB27621	ERR2683227
Munk 2022	PRJEB27621	ERR2683228
Munk 2022	PRJEB27621	ERR2683229
Munk 2022	PRJEB27621	ERR2683230
Munk 2022	PRJEB27621	ERR2683231
Munk 2022	PRJEB27621	ERR2683232
Munk 2022	PRJEB27621	ERR2683233
Munk 2022	PRJEB27621	ERR2683234
Munk 2022	PRJEB27621	ERR2683235
Munk 2022	PRJEB27621	ERR2683236
Munk 2022	PRJEB27621	ERR2683237
Munk 2022	PRJEB27621	ERR2683238
Munk 2022	PRJEB27621	ERR2683239
Munk 2022	PRJEB27621	ERR2683240
Munk 2022	PRJEB27621	ERR2683241
Munk 2022	PRJEB27621	ERR2683242
Munk 2022	PRJEB27621	ERR2683243
Munk 2022	PRJEB27621	ERR2683244
Munk 2022	PRJEB27621	ERR2683245
Munk 2022	PRJEB27621	ERR2683246
Munk 2022	PRJEB27621	ERR2683247
Munk 2022	PRJEB27621	ERR2683248
Munk 2022	PRJEB27621	ERR2683249
Munk 2022	PRJEB27621	ERR2683250
